event,sentence
"('Wright,Brandan', 'fg', '6')","PLAYER_FIRST PLAYER_LAST had _STAT_ on STAT of 7 shooting, and Monta Ellis had STAT assists."
"('Barea,J.J.', 'pts', '4')","""Yeah, I was nervous,"" said Barea, who scored STAT points."
"('LAC', 'fg3', '7')",Redick answered with a 3 pointer after missing his first seven shots to extend the Clippers' lead to 89 82.
"('Paul,Chris', 'ast', '7')","PLAYER_LAST had STAT assists to pass Hall of Famer John Havlicek for 28th on the career list with 6,119."
"('Jones,Perry', 'pts', '32')"," PLAYER_FIRST PLAYER_LAST scored a career high STAT points, making nine of _STAT_ free throws."
"('Jones,Perry', 'ft', '9')", PLAYER_FIRST PLAYER_LAST scored a career high 32 making STAT of _STAT_ free throws.
"('IND', 'tov', '18')", TIP INS Grizzlies: Had just nine turnovers and converted Indiana's _STAT_ turnovers into 14 points.
"('MEM', 'tov', '9')", TIP INS Grizzlies: Had just nine turnovers and converted Indiana's _STAT_ turnovers into 14 points.
"('Miles,C.J.', 'pts', '13')",PLAYER_LAST finished with STAT for the short handed Pacers.
"('Copeland,Chris', 'pts', '16')",PLAYER_FIRST PLAYER_LAST came off the bench with STAT points and six rebounds and C.J.
"('Copeland,Chris', 'trb', '6')",PLAYER_FIRST PLAYER_LAST came off the bench with STAT rebounds and C.J.
"('MEM', 'tov', '9')","At the same time, Memphis scored nine fast break and forced the Pacers to six turnovers and didn't commit any."
"('Love,Kevin', 'pts', '16')","PLAYER_FIRST PLAYER_LAST added STAT points and STAT rebounds, and the Cavaliers pounded the Bulls 52 42 on the boards."
"('Love,Kevin', 'trb', '16')","PLAYER_FIRST PLAYER_LAST added STAT STAT rebounds, and the Cavaliers pounded the Bulls 52 42 on the boards."
"('Love,Kevin', 'pts', '16')","PLAYER_FIRST PLAYER_LAST added STAT points and STAT rebounds, and the Cavaliers pounded the Bulls 52 42 on the boards."
"('Love,Kevin', 'trb', '16')","PLAYER_FIRST PLAYER_LAST added STAT STAT rebounds, and the Cavaliers pounded the Bulls 52 42 on the boards."
"('Hinrich,Kirk', 'pts', '20')","For Chicago, PLAYER_LAST came on strong down the stretch to finish with STAT points."
"('Thompson,Tristan', 'orb', '12')",PLAYER_LAST tied a franchise record with STAT offensive rebounds.
"('CHI', 'trb', '42')","Kevin Love added _STAT_ rebounds, and the Cavaliers pounded the Bulls 52 42 on the boards."
"('CLE', 'trb', '52')","Kevin Love added _STAT_ rebounds, and the Cavaliers pounded the Bulls 52 42 on the boards."
"('Noel,Nerlens', 'pts', '14')", Rookie PLAYER_FIRST PLAYER_LAST had STAT points and _STAT_ boards for Philadelphia.
"('Noel,Nerlens', 'trb', '10')", Rookie PLAYER_FIRST PLAYER_LAST had STAT boards for Philadelphia.
"('Knight,Brandon', 'pts', '13')","CUT OFF PLAYER_LAST added STAT points, eight assists and seven rebounds but answered questions mostly about the end of contract talks after the game."
"('Knight,Brandon', 'ast', '8')",CUT OFF PLAYER_LAST added 13 STAT assists and seven rebounds but answered questions mostly about the end of contract talks after the game.
"('Knight,Brandon', 'trb', '7')",CUT OFF PLAYER_LAST added 13 eight assists and STAT rebounds but answered questions mostly about the end of contract talks after the game.
"('Antetokounmpo,Giannis', 'pts', '8')","Fellow 19 year old forward PLAYER_FIRST Antetokounmpo, the team's other teen cornerstone, had STAT points and six boards."
"('Antetokounmpo,Giannis', 'trb', '6')","Fellow 19 year old forward PLAYER_FIRST Antetokounmpo, the team's other teen cornerstone, had eight STAT boards."
"('Sanders,Larry', 'trb', '15')",PLAYER_FIRST PLAYER_LAST grabbed STAT boards for Milwaukee.
"('Parker,Jabari', 'pts', '11')",PLAYER_LAST finished with STAT points and 10 rebounds.
"('Parker,Jabari', 'trb', '10')",PLAYER_LAST finished with STAT rebounds.
"('MIL', 'orb', '15')",Larry Sanders grabbed _STAT_ boards for Milwaukee.
"('Ginobili,Manu', 'ft', '2')",PLAYER_FIRST PLAYER_LAST made STAT of three free throws with 59.8 seconds left to cut the lead to 92 89.
"('Ginobili,Manu', 'pts', '2')",PLAYER_FIRST PLAYER_LAST made STAT of three free throws with 59.8 seconds left to cut the lead to 92 89.
"('Morris,Markieff', 'pts', '20')",PLAYER_LAST added STAT for the Suns.
"('Len,Alex', 'pts', '10')","PLAYER_LAST had STAT points and 11 rebounds, both career highs."
"('Len,Alex', 'trb', '11')","PLAYER_LAST had STAT rebounds, both career highs."
"('Bledsoe,Eric', 'trb', '9')","ROUGH NIGHT The last time he played the Spurs, PLAYER_LAST had 30 _STAT_ rebounds and STAT assists."
"('Bledsoe,Eric', 'fg', '3')","Bledsoe, on a STAT for 15 shooting night, sealed the win with two free throws."
"('Parker,Tony', 'pts', '19')",PLAYER_FIRST PLAYER_LAST scored STAT for the Spurs but just three in the fourth quarter.
"('Lillard,Damian', 'pts', '20')","PLAYER_FIRST PLAYER_LAST added STAT points, while Wesley Matthews had 16 and Chris Kaman 12."
"('Casspi,Omri', 'pts', '10')",PLAYER_FIRST PLAYER_LAST had STAT points.
"('SAC', 'tov', '10')"," The Kings also committed 10 turnovers, 17 fewer than they gave up against the Warriors."
"('Matthews,Wesley', 'pts', '16')","Damian Lillard added 20 points, while PLAYER_FIRST PLAYER_LAST had STAT and Chris Kaman 12."
"('Aldridge,LaMarcus', 'pts', '22')"," PLAYER_FIRST PLAYER_LAST scored STAT points to lead the Trail Blazers, who were coming off a season opening victory over the Oklahoma City Thunder."
"('POR', 'tov', '10')",The Kings turned 11 Portland turnovers into _STAT_ while the Trail Blazers managed _STAT_ on 10 Sacramento turnovers.
"('Collison,Darren', 'pts', '17')","PLAYER_FIRST PLAYER_LAST added STAT points, eight assists and eight rebounds."
"('Collison,Darren', 'trb', '8')",PLAYER_FIRST PLAYER_LAST added 17 STAT assists and STAT rebounds.
"('Collison,Darren', 'ast', '8')",PLAYER_FIRST PLAYER_LAST added 17 STAT assists and STAT rebounds.
"('Collison,Darren', 'trb', '8')",PLAYER_FIRST PLAYER_LAST added 17 STAT assists and STAT rebounds.
"('Collison,Darren', 'ast', '8')",PLAYER_FIRST PLAYER_LAST added 17 STAT assists and STAT rebounds.
"('SAC', 'tov', '10')",The Kings turned 11 Portland turnovers into _STAT_ while the Trail Blazers managed _STAT_ on 10 Sacramento turnovers.
"('LAC', 'fg3', '12')",TIP INS Clippers: Griffin was 12 for 44 from 3 point range last season.
"('Johnson,Wesley', 'pts', '5')",PLAYER_LAST had STAT points in 30 minutes before fouling out with 4:22 remaining.
"('Lin,Jeremy', 'pts', '17')",PLAYER_LAST finished with STAT points and nine assists.
"('Lin,Jeremy', 'ast', '9')",PLAYER_LAST finished with STAT assists.
"('Redick,J.J.', 'pts', '15')",PLAYER_LAST put it away with four free throws in the final STAT seconds.
"('LAC', 'fg3', '12')",Chris Paul had 12 _STAT_ assists and two steals for the Clippers.
"('Paul,Chris', 'pts', '12')","PLAYER_FIRST PLAYER_LAST had STAT points, _STAT_ assists and two steals for the Clippers."
"('Paul,Chris', 'ast', '10')",PLAYER_FIRST PLAYER_LAST had 12 STAT assists and two steals for the Clippers.
"('Paul,Chris', 'fg', '2')",PLAYER_FIRST PLAYER_LAST had 12 _STAT_ assists and STAT steals for the Clippers.
"('Paul,Chris', 'stl', '2')",PLAYER_FIRST PLAYER_LAST had 12 _STAT_ assists and STAT steals for the Clippers.
"('Jordan,DeAndre', 'pts', '11')", PLAYER_FIRST PLAYER_LAST had STAT points and _STAT_ rebounds during a foul plagued 39 minutes.
"('Jordan,DeAndre', 'trb', '13')", PLAYER_FIRST PLAYER_LAST had STAT rebounds during a foul plagued 39 minutes.
"('Ellis,Monta', 'pts', '17')","PLAYER_FIRST PLAYER_LAST also scored STAT for Dallas, including a jumper and reverse layup late in the third that seemed to halt New Orleans' momentum."
"('Evans,Tyreke', 'pts', '22')","PLAYER_FIRST PLAYER_LAST added STAT points and 10 rebounds, and Jrue Holiday scored 24 for New Orleans."
"('Evans,Tyreke', 'trb', '10')","PLAYER_FIRST PLAYER_LAST added STAT rebounds, and Jrue Holiday scored 24 for New Orleans."
"('Davis,Anthony', 'fg3', '0')",The Pelicans quickly erased a double digit deficit with a 15 STAT run that began when Davis' steal led to Asik's dunk.
"('DAL', 'orb', '11')"," Tyson Chandler, who had to contend with Davis and 7 footer Omer Asik, still managed 11 seven rebounds and two blocks for Dallas."
"('Davis,Anthony', 'pts', '31')"," PLAYER_LAST had STAT points, _STAT_ rebounds and three blocks for New Orleans."
"('Davis,Anthony', 'trb', '15')", PLAYER_LAST had 31 STAT rebounds and three blocks for New Orleans.
"('Davis,Anthony', 'blk', '3')", PLAYER_LAST had 31 _STAT_ rebounds and STAT blocks for New Orleans.
"('Chandler,Tyson', 'trb', '7')"," PLAYER_FIRST Chandler, who had to contend with Davis and STAT footer Omer Asik, still managed 11 STAT rebounds and two blocks for Dallas."
"('Chandler,Tyson', 'pts', '11')"," PLAYER_FIRST Chandler, who had to contend with Davis and 7 footer Omer Asik, still managed STAT points, seven rebounds and two blocks for Dallas."
"('Chandler,Tyson', 'trb', '7')"," PLAYER_FIRST Chandler, who had to contend with Davis and STAT footer Omer Asik, still managed 11 STAT rebounds and two blocks for Dallas."
"('Chandler,Tyson', 'blk', '2')"," PLAYER_FIRST Chandler, who had to contend with Davis and 7 footer Omer Asik, still managed 11 seven rebounds and STAT blocks for Dallas."
"('Evans,Tyreke', 'fg3', '3')",But PLAYER_LAST responded with a STAT to make it 66 52 at halftime.
"('Holiday,Jrue', 'fg', '10')","Tyreke Evans added STAT rebounds, and PLAYER_FIRST PLAYER_LAST scored 24 for New Orleans."
"('Holiday,Jrue', 'pts', '24')","Tyreke Evans added _STAT_ points and 10 rebounds, and PLAYER_FIRST PLAYER_LAST scored STAT for New Orleans."
"('Parsons,Chandler', 'fg', '7')"," Tyson Chandler, who had to contend with Davis and STAT footer Omer Asik, still managed 11 STAT rebounds and two blocks for Dallas."
"('Parsons,Chandler', 'fg', '7')"," Tyson Chandler, who had to contend with Davis and STAT footer Omer Asik, still managed 11 STAT rebounds and two blocks for Dallas."
"('Parsons,Chandler', 'fg3', '2')"," Tyson Chandler, who had to contend with Davis and 7 footer Omer Asik, still managed 11 seven rebounds and STAT blocks for Dallas."
"('Asik,Omer', 'fg3', '0')",The Pelicans quickly erased a double digit deficit with a 15 STAT run that began when Davis' steal led to Asik's dunk.
"('Jefferson,Al', 'pts', '19')"," The Hornets (1 1) were led by PLAYER_FIRST Jefferson, who scored STAT points on 8 of STAT shooting."
"('Jefferson,Al', 'fg', '8')"," The Hornets (1 1) were led by PLAYER_FIRST Jefferson, who scored _STAT_ on STAT of _STAT_ shooting."
"('Jefferson,Al', 'pts', '19')"," The Hornets (1 1) were led by PLAYER_FIRST Jefferson, who scored STAT points on 8 of STAT shooting."
"('MEM', 'fg3', '3')",   Marc Gasol isn't reading too much into the Memphis Grizzlies' first 3 0 start.
"('Gasol,Marc', 'pts', '22')","PLAYER_LAST scored STAT points, Zach Randolph had _STAT_ points and _STAT_ rebounds and the Grizzlies defeated the Charlotte Hornets 71 69 on Saturday night."
"('Randolph,Zach', 'pts', '12')","Gasol scored 22 points, PLAYER_FIRST PLAYER_LAST had STAT points and STAT rebounds and the Grizzlies defeated the Charlotte Hornets 71 69 on Saturday night."
"('Randolph,Zach', 'trb', '12')",Gasol scored 22 PLAYER_FIRST PLAYER_LAST had STAT STAT rebounds and the Grizzlies defeated the Charlotte Hornets 71 69 on Saturday night.
"('Randolph,Zach', 'pts', '12')","Gasol scored 22 points, PLAYER_FIRST PLAYER_LAST had STAT points and STAT rebounds and the Grizzlies defeated the Charlotte Hornets 71 69 on Saturday night."
"('Randolph,Zach', 'trb', '12')",Gasol scored 22 PLAYER_FIRST PLAYER_LAST had STAT STAT rebounds and the Grizzlies defeated the Charlotte Hornets 71 69 on Saturday night.
"('MEM', 'pts', '71')","Gasol scored 22 points, Zach Randolph had _STAT_ points and _STAT_ rebounds and the Grizzlies defeated the Charlotte Hornets 71 69 on Saturday night."
"('CHO', 'pts', '69')","Gasol scored 22 points, Zach Randolph had _STAT_ points and _STAT_ rebounds and the Grizzlies defeated the Charlotte Hornets 71 69 on Saturday night."
"('Gasol,Marc', 'fg3', '0')",   PLAYER_FIRST PLAYER_LAST isn't reading too much into the Memphis Grizzlies' first 3 STAT start.
"('Carter,Vince', 'pts', '9')","PLAYER_FIRST PLAYER_LAST gave Memphis a boost with STAT points, although the Grizzlies' reserves were still outscored 29 20."
"('MEM', 'fg', '29')",Vince Carter gave Memphis a boost with nine although the Grizzlies' reserves were still outscored 29 20.
"('TOR', 'fg3', '4')",Lowry had the Raptors' first four point play of the season.
"('ORL', 'fg3', '7')",Orlando cut it to 93 89 with 5:03 left before Toronto responded with seven straight a 13 2 run that settled the issue.
"('ORL', 'fg', '38')"," percent for the game, but outscored Orlando 38 12 at the free throw line."
"('ORL', 'ft', '12')"," percent for the game, but outscored Orlando 38 12 at the free throw line."
"('Payton,Elfrid', 'fg3', '0')",Rookie point guard had PLAYER_FIRST PLAYER_LAST had nine assists.
"('Payton,Elfrid', 'pts', '16')",Rookie point guard had PLAYER_FIRST PLAYER_LAST had STAT points and nine assists.
"('Payton,Elfrid', 'ast', '9')",Rookie point guard had PLAYER_FIRST PLAYER_LAST had STAT assists.
"('ORL', 'fg3', '7')","Orlando held Toronto to just 2 of 14 shooting in the first seven minutes of the final period, but couldn't gain much ground."
"('TOR', 'ft', '38')","The Raptors shot only 39.8 percent for the game, but outscored Orlando 38 12 at the free throw line."
"('Fournier,Evan', 'pts', '18')"," PLAYER_FIRST PLAYER_LAST scored STAT points for the Magic, who have lost three straight."
"('Davies,Brandon', 'pts', '18')",Tony Wroten had _STAT_ points and _STAT_ assists for the Sixers and PLAYER_FIRST PLAYER_LAST scored STAT points for the winless Sixers.
"('Wade,Dwyane', 'pts', '9')",PLAYER_FIRST PLAYER_LAST had STAT points and _STAT_ assists to help the Heat to their second win in two games.
"('Wade,Dwyane', 'ast', '10')",PLAYER_FIRST PLAYER_LAST had nine STAT assists to help the Heat to their second win in two games.
"('MIA', 'ast', '33')","The Heat had _STAT_ assists on 41 baskets, and pushed aside the Sixers despite getting beat on the boards (37 35) and blocks (10 0)."
"('MIA', 'fg', '41')","The Heat had _STAT_ assists on 41 baskets, and pushed aside the Sixers despite getting beat on the boards (37 35) and blocks (10 0)."
"('Chalmers,Mario', 'pts', '20')",PLAYER_LAST hit all four shots in the fourth and the Heat made 10 of STAT shots from the floor to pull away.
"('Wroten,Tony', 'pts', '21')",PLAYER_FIRST PLAYER_LAST had STAT points and _STAT_ assists for the Sixers and Brandon Davies scored _STAT_ points for the winless Sixers.
"('Wroten,Tony', 'ast', '10')",PLAYER_FIRST PLAYER_LAST had STAT assists for the Sixers and Brandon Davies scored _STAT_ for the winless Sixers.
"('Wall,John', 'pts', '19')"," PLAYER_FIRST PLAYER_LAST had STAT points, _STAT_ assists and six rebounds for the Wizards."
"('Wall,John', 'ast', '10')", PLAYER_FIRST PLAYER_LAST had 19 STAT assists and six rebounds for the Wizards.
"('Wall,John', 'fg', '6')", PLAYER_FIRST PLAYER_LAST had 19 _STAT_ assists and STAT rebounds for the Wizards.
"('Wall,John', 'trb', '6')", PLAYER_FIRST PLAYER_LAST had 19 _STAT_ assists and STAT rebounds for the Wizards.
"('Temple,Garrett', 'pts', '18')","Temple, starting while Bradley Beal recovers from a broken wrist, also played the entire second half and finished with a career high STAT points."
"('Porter,Otto', 'fg3', '1')","""[Pierce] took STAT for the team, arguing a call,"" PLAYER_LAST said."
"('WAS', 'orb', '6')", John Wall had 19 _STAT_ assists and six rebounds for the Wizards.
"('Hilario,Nene', 'pts', '22')"," PLAYER_FIRST added STAT points, and Marcin Gortat had _STAT_ points as Washington's frontcourt size overwhelmed the speed of the youthful Bucks."
"('Knight,Brandon', 'pts', '24')","PLAYER_FIRST PLAYER_LAST scored STAT points and Jerryd Bayless had 20 for the Bucks, who never led and committed 28 turnovers."
"('Gortat,Marcin', 'pts', '20')"," Nene added 22 points, and PLAYER_FIRST PLAYER_LAST had STAT points as Washington's frontcourt size overwhelmed the speed of the youthful Bucks."
"('Bayless,Jerryd', 'pts', '20')","Brandon Knight scored _STAT_ points and PLAYER_FIRST PLAYER_LAST had STAT for the Bucks, who never led and committed 28 turnovers."
"('Porter,Otto', 'fg', '7')", PLAYER_LAST played the entire second half and finished STAT for 11 from the field and 6 for STAT from the free throw line.
"('Porter,Otto', 'ft', '6')", PLAYER_LAST played the entire second half and finished 7 for 11 from the field and STAT for 7 from the free throw line.
"('Porter,Otto', 'fg', '7')", PLAYER_LAST played the entire second half and finished STAT for 11 from the field and 6 for STAT from the free throw line.
