event,sentence
"('Green,Danny', 'pts', '17')",Danny Green added 17 points while shooting 3 for 7 on 3 pointers.
"('Green,Danny', 'fg3', '3')",Danny Green added 17 points while shooting 3 for 7 on 3 pointers.
"('Green,Danny', 'fg', '7')",Danny Green added 17 points while shooting 3 for 7 on 3 pointers.
"('Green,Danny', 'fg3', '3')",Danny Green added 17 points while shooting 3 for 7 on 3 pointers.
"('Green,Danny', 'fg3', '3')","Green had two 3 pointers in the fourth quarter, both off assists from new teammate Rudy Gay."
"('Butler,Jimmy', 'pts', '12')",Butler finished with 12 points and Crawford had 10.
"('Booker,Devin', 'fg', '6')","Bledsoe was 1 for 6 on 3s, and Booker was 0 for 3."
"('Booker,Devin', 'fg3', '0')","Bledsoe was 1 for 6 on 3s, and Booker was 0 for 3."
"('Booker,Devin', 'ft', '0')","Bledsoe was 1 for 6 on 3s, and Booker was 0 for 3."
"('Lillard,Damian', 'pts', '27')"," Damian Lillard scored 27 points, and Pat Connaughton added a career high 24 points, making 4 of 6 3 pointers for Portland."
"('Lillard,Damian', 'fg3', '4')"," Damian Lillard scored 27 points, and Pat Connaughton added a career high 24 points, making 4 of 6 3 pointers for Portland."
"('Lillard,Damian', 'ft', '3')"," Damian Lillard scored 27 points, and Pat Connaughton added a career high 24 points, making 4 of 6 3 pointers for Portland."
"('PHO', 'pts', '76')",The Suns weren't just bad in their 124 76 loss to the Portland Trail Blazers in their season opener on Wednesday night.
"('Bledsoe,Eric', 'fg3', '1')","Bledsoe was 1 for 6 on 3s, and Booker was 0 for 3."
"('Bledsoe,Eric', 'pts', '15')","Bledsoe's three point play cut the lead to 45 35 with 4:38 left in the third quarter, but Portland scored the final 15 points of the half 60 35 at the break."
"('PHO', 'fg3', '7')","The Suns shot 31.5 percent to Portland's 49 percent, made 7 of 27 3 pointers to the Blazers' 14 of 24 and were outrebounded 57 33."
"('PHO', 'fg3', '7')",Phoenix was 1 for 11 from 3 point range in the first two quarters to the Blazers' 7 of 13.
"('POR', 'pts', '124')",The Suns weren't just bad in their 124 76 loss to the Portland Trail Blazers in their season opener on Wednesday night.
"('Bledsoe,Eric', 'pts', '15')",Eric Bledsoe scored 15 points on 5 of 18 shooting.
"('Bledsoe,Eric', 'fg', '5')",Eric Bledsoe scored 15 points on 5 of 18 shooting.
"('POR', 'fg', '44')",The Suns shot 29 percent in the first half (14 of 49) to Portland's 44 percent (22 of 50).
"('Connaughton,Pat', 'pts', '24')"," Damian Lillard scored 27 points, and Pat Connaughton added a career high 24 points, making 4 of 6 3 pointers for Portland."
"('Connaughton,Pat', 'fg3', '4')"," Damian Lillard scored 27 points, and Pat Connaughton added a career high 24 points, making 4 of 6 3 pointers for Portland."
"('Booker,Devin', 'pts', '12')",Booker added 12 on 6 of 17 shooting.
"('Booker,Devin', 'fg', '6')",Booker added 12 on 6 of 17 shooting.
"('POR', 'fg3', '14')"," percent to Portland's 49 percent, made 7 of 27 3 pointers to the Blazers' 14 of 24 and were outrebounded 57 33."
"('Chriss,Marquese', 'fg', '1')",Marquese Chriss made 1 of 5 shots and had one rebound and five fouls in 12:05 minutes.
"('Hield,Buddy', 'pts', '19')",Buddy Hield scored 10 of his 19 points in the third quarter for Sacramento and tied the game at 68 on a 3 pointer with 3:33 left in the period.
"('Hield,Buddy', 'fg3', '3')",Buddy Hield scored 10 of his 19 points in the third quarter for Sacramento and tied the game at 68 on a 3 pointer with 3:33 left in the period.
"('Ariza,Trevor', 'ft', '2')","Trevor Ariza was held to two points on free throws, shooting 0 for 6 and missing all five of his 3s."
"('Ariza,Trevor', 'pts', '2')","Trevor Ariza was held to two points on free throws, shooting 0 for 6 and missing all five of his 3s."
"('Ariza,Trevor', 'fg', '0')","Trevor Ariza was held to two points on free throws, shooting 0 for 6 and missing all five of his 3s."
"('Ariza,Trevor', 'fg3', '0')","Trevor Ariza was held to two points on free throws, shooting 0 for 6 and missing all five of his 3s."
"('HOU', 'ft', '27')","Harden had 27 points and nine assists, and the Rockets made it a perfect two game road trip despite playing this one without Paul, beating the Sacramento Kings 105 100 on Wednesday night to spoil another home team's opener."
"('HOU', 'pts', '105')","Harden had 27 points and nine assists, and the Rockets made it a perfect two game road trip despite playing this one without Paul, beating the Sacramento Kings 105 100 on Wednesday night to spoil another home team's opener."
"('Gordon,Eric', 'pts', '25')","Gordon started for Paul and scored 25 points with four 3 pointers, a night after missing all six of his tries from long range but still winding up with 24 points in 29 minutes."
"('Gordon,Eric', 'fg3', '4')","Gordon started for Paul and scored 25 points with four 3 pointers, a night after missing all six of his tries from long range but still winding up with 24 points in 29 minutes."
"('Carter,Vince', 'pts', '6')",Hill scored 16 points and Carter six in 14 minutes.
"('Capela,Clint', 'pts', '22')",Capela had 22 points and matched his career high with 17 rebounds.
"('Capela,Clint', 'trb', '17')",Capela had 22 points and matched his career high with 17 rebounds.
"('Harden,James', 'pts', '27')","Harden had 27 points and nine assists, and the Rockets made it a perfect two game road trip despite playing this one without Paul, beating the Sacramento Kings 105 100 on Wednesday night to spoil another home team's opener."
"('Harden,James', 'ast', '9')","Harden had 27 points and nine assists, and the Rockets made it a perfect two game road trip despite playing this one without Paul, beating the Sacramento Kings 105 100 on Wednesday night to spoil another home team's opener."
"('Gordon,Eric', 'pts', '25')","After the Kings stole the inbounds pass from Eric Gordon with 25 seconds left and down 98 95, it was initially ruled Sacramento ball but the play went to replay review and a foul was issued to George Hill instead."
"('Hill,George', 'pts', '16')",Hill scored 16 points and Carter six in 14 minutes.
"('Hill,George', 'fg', '6')",Hill scored 16 points and Carter six in 14 minutes.
"('SAC', 'pts', '100')","Harden had 27 points and nine assists, and the Rockets made it a perfect two game road trip despite playing this one without Paul, beating the Sacramento Kings 105 100 on Wednesday night to spoil another home team's opener."
"('HOU', 'fg', '33')","He led the Rockets with 11 assists and also grabbed eight rebounds, while playing 33 minutes in his regular season debut with Houston after being traded by the Clippers during the offseason."
"('Tucker,P.J.', 'pts', '6')",Tucker had just six points while dealing with foul trouble after scoring 20 points in his Rockets debut at Golden State.
"('Markkanen,Lauri', 'pts', '17')","Chicago center Robin Lopez scored 18 points, rookie Lauri Markkanen had 17 points and eight rebounds in his NBA debut, and Justin Holiday scored 15."
"('Markkanen,Lauri', 'trb', '8')","Chicago center Robin Lopez scored 18 points, rookie Lauri Markkanen had 17 points and eight rebounds in his NBA debut, and Justin Holiday scored 15."
"('Miles,C.J.', 'fg3', '6')",Miles went 6 for 9 from 3 point range and had five rebounds.
"('Valanciunas,Jonas', 'pts', '23')","Jonas Valanciunas had 23 points and 15 rebounds, Miles scored 22 points in his Toronto debut and the Raptors beat the short handed Chicago Bulls 117 101 on Thursday night in the season opener for both teams."
"('Valanciunas,Jonas', 'trb', '15')","Jonas Valanciunas had 23 points and 15 rebounds, Miles scored 22 points in his Toronto debut and the Raptors beat the short handed Chicago Bulls 117 101 on Thursday night in the season opener for both teams."
"('Anunoby,OG', 'pts', '9')", OG IMPRESSES Raptors rookie F OG Anunoby dunked over Pondexter for the first points of his career and finished with nine points in a strong debut.
"('TOR', 'pts', '117')","Jonas Valanciunas had 23 points and 15 rebounds, Miles scored 22 points in his Toronto debut and the Raptors beat the short handed Chicago Bulls 117 101 on Thursday night in the season opener for both teams."
"('Powell,Norman', 'pts', '15')","Norman Powell added 15 points, Delon Wright had 13, and Kyle Lowry 12."
"('Lopez,Robin', 'pts', '18')","Chicago center Robin Lopez scored 18 points, rookie Lauri Markkanen had 17 points and eight rebounds in his NBA debut, and Justin Holiday scored 15."
"('Lopez,Robin', 'trb', '8')","Chicago center Robin Lopez scored 18 points, rookie Lauri Markkanen had 17 points and eight rebounds in his NBA debut, and Justin Holiday scored 15."
"('TOR', 'fg3', '13')","The Raptors, who intend to boost their 3 point shooting and move the ball more this season, were 13 of 29 from long range and had 26 assists on 39 baskets."
"('TOR', 'ft', '26')","The Raptors, who intend to boost their 3 point shooting and move the ball more this season, were 13 of 29 from long range and had 26 assists on 39 baskets."
"('TOR', 'ast', '26')","The Raptors, who intend to boost their 3 point shooting and move the ball more this season, were 13 of 29 from long range and had 26 assists on 39 baskets."
"('TOR', 'fg', '39')","The Raptors, who intend to boost their 3 point shooting and move the ball more this season, were 13 of 29 from long range and had 26 assists on 39 baskets."
"('CHI', 'fg3', '10')",The Bulls have won six of their past 10 home games against the Spurs.
"('Miles,C.J.', 'pts', '22')","Jonas Valanciunas had 23 points and 15 rebounds, Miles scored 22 points in his Toronto debut and the Raptors beat the short handed Chicago Bulls 117 101 on Thursday night in the season opener for both teams."
"('OKC', 'ft', '16')","The reigning MVP had 21 points, 16 assists and 10 rebounds, and Oklahoma City beat the New York Knicks 105 84 on Thursday night in their first regular season game with All Star additions Paul George and Carmelo Anthony."
"('OKC', 'pts', '105')","The reigning MVP had 21 points, 16 assists and 10 rebounds, and Oklahoma City beat the New York Knicks 105 84 on Thursday night in their first regular season game with All Star additions Paul George and Carmelo Anthony."
"('Porzingis,Kristaps', 'pts', '31')", Kristaps Porzingis had 31 points and 12 rebounds for the Knicks.
"('Porzingis,Kristaps', 'trb', '12')", Kristaps Porzingis had 31 points and 12 rebounds for the Knicks.
"('George,Paul', 'pts', '28')"," George, who was acquired in an offseason trade with the Indiana Pacers, led the Thunder with 28 points."
"('Johnson,Dakari', 'pts', '4')",Thunder C Dakari Johnson scored four points in his NBA debut.
"('Kanter,Enes', 'pts', '10')","Enes Kanter, who joined the Knicks in the deal that sent Anthony to the Thunder, finished with 10 points and seven rebounds."
"('Kanter,Enes', 'trb', '7')","Enes Kanter, who joined the Knicks in the deal that sent Anthony to the Thunder, finished with 10 points and seven rebounds."
"('NYK', 'pts', '84')","The reigning MVP had 21 points, 16 assists and 10 rebounds, and Oklahoma City beat the New York Knicks 105 84 on Thursday night in their first regular season game with All Star additions Paul George and Carmelo Anthony."
"('Anthony,Carmelo', 'pts', '22')"," Anthony, who was traded from the Knicks to the Thunder right before training camp began, had 22 points against his former team."
"('NYK', 'fg3', '7')","Enes Kanter, who joined the Knicks in the deal that sent Anthony to the Thunder, finished with 10 points and seven rebounds."
"('Gallinari,Danilo', 'pts', '11')", TIP INS Clippers: Danilo Gallinari had 11 points in his LA debut.
"('Kuzma,Kyle', 'pts', '8')","Kyle Kuzma, the Lakers' other first round pick, had eight points in his NBA debut."
"('LAL', 'ft', '14')",Blake Griffin scored 29 points and DeAndre Jordan added 14 points and 24 rebounds in the Clippers' 108 92 rout of the Lakers on Thursday night.
"('LAL', 'pts', '92')",Blake Griffin scored 29 points and DeAndre Jordan added 14 points and 24 rebounds in the Clippers' 108 92 rout of the Lakers on Thursday night.
"('Beverley,Patrick', 'pts', '10')","Beverley, who joined the Clippers in Paul's trade to the Rockets, had 10 points while introducing Ball to high level NBA defense."
"('Lopez,Brook', 'pts', '20')"," Brook Lopez scored 20 points in his debut for the Lakers, and Jordan Clarkson added 18."
"('Jordan,DeAndre', 'pts', '14')",Blake Griffin scored 29 points and DeAndre Jordan added 14 points and 24 rebounds in the Clippers' 108 92 rout of the Lakers on Thursday night.
"('Jordan,DeAndre', 'trb', '24')",Blake Griffin scored 29 points and DeAndre Jordan added 14 points and 24 rebounds in the Clippers' 108 92 rout of the Lakers on Thursday night.
"('LAC', 'pts', '108')",Blake Griffin scored 29 points and DeAndre Jordan added 14 points and 24 rebounds in the Clippers' 108 92 rout of the Lakers on Thursday night.
"('Griffin,Blake', 'pts', '29')",Blake Griffin scored 29 points and DeAndre Jordan added 14 points and 24 rebounds in the Clippers' 108 92 rout of the Lakers on Thursday night.
"('LAC', 'fg3', '12')",Lou Williams added 12 points in the Clippers' first game since Paul spurned the perennial playoff team after six years and forced an offseason trade to Houston.
